0, 1683365596192, 0, 0, 780, 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
1, 1683365596192, 0, 0, 570, 0, 1188, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
2, 1683365596192, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
3, 1683365596192, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
0, 1683365596203, 0, 0, 780, 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
1, 1683365596203, 0, 0, 570, 0, 1188, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
2, 1683365596203, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
3, 1683365596203, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
0, 1683365596214, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
1, 1683365596214, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
2, 1683365596214, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
3, 1683365596214, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
0, 1683365596225, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
1, 1683365596225, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
2, 1683365596225, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
3, 1683365596225, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
0, 1683365596236, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
1, 1683365596236, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
2, 1683365596236, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
3, 1683365596236, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
0, 1683365596247, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
1, 1683365596247, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
2, 1683365596247, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
3, 1683365596247, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
3, 1683365596258, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
0, 1683365596269, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
1, 1683365596269, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 2, 0, 0, 0,0, 0, 0, 0
2, 1683365596269, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0,0, 0, 0, 0
